,Name,Country,Age,Height,Weight,Sex,Sport,Event,Medals,Gold,Silver,Bronze,individual_gold,individual_silver,individual_bronze
262,Jackson Quinonez,Spain,32,190.0,89.0,M,Athletics,Men's 110m Hurdles,,,,,,,
263,Mikel Thomas,Trinidad and Tobago,24,166.0,79.0,M,Athletics,Men's 110m Hurdles,,,,,,,
264,Wayne Davis,Trinidad and Tobago,20,171.0,70.0,M,Athletics,Men's 110m Hurdles,,,,,,,
265,Aries Merritt,United States of America,27,188.0,77.0,M,Athletics,Men's 110m Hurdles,YES,1,,,True,,
266,Jason Richardson,United States of America,26,188.0,77.0,M,Athletics,Men's 110m Hurdles,YES,,1,,,True,
267,Jeff Porter,United States of America,26,183.0,84.0,M,Athletics,Men's 110m Hurdles,,,,,,,
268,Ryan Gregson,Australia,22,184.0,73.0,M,Athletics,Men's 1500m,,,,,,,
269,Andreas Vojta,Austria,23,189.0,77.0,M,Athletics,Men's 1500m,,,,,,,
270,Nathan Brannen,Canada,29,174.0,58.0,M,Athletics,Men's 1500m,,,,,,,
271,Teklit Teweldebrhan,Eritrea,18,172.0,65.0,M,Athletics,Men's 1500m,,,,,,,
272,Dawit Wolde,Ethiopia,21,174.0,63.0,M,Athletics,Men's 1500m,,,,,,,
273,Mekonnen Gebremedhin,Ethiopia,23,182.0,62.0,M,Athletics,Men's 1500m,,,,,,,
274,Niclas Sandells,Finland,28,185.0,72.0,M,Athletics,Men's 1500m,,,,,,,
275,Florian Carvalho,France,23,183.0,70.0,M,Athletics,Men's 1500m,,,,,,,
276,Jamale Aarrass,France,30,187.0,76.0,M,Athletics,Men's 1500m,,,,,,,
277,Yoann Kowal,France,25,172.0,68.0,M,Athletics,Men's 1500m,,,,,,,
278,Carsten Schlangen,Germany,31,190.0,67.0,M,Athletics,Men's 1500m,,,,,,,
279,Andrew Baddeley,Great Britain,30,188.0,69.0,M,Athletics,Men's 1500m,,,,,,,
280,Ross Murray,Great Britain,21,,,M,Athletics,Men's 1500m,,,,,,,
281,Mamadou Barry,Guinea,20,178.0,66.0,M,Athletics,Men's 1500m,,,,,,,
282,Ciaran O'Lionaird,Ireland,24,,,M,Athletics,Men's 1500m,,,,,,,
283,Asbel Kiprop,Kenya,23,190.0,62.0,M,Athletics,Men's 1500m,,,,,,,
284,Nixon Kiplimo Chepseba,Kenya,21,185.0,66.0,M,Athletics,Men's 1500m,,,,,,,
285,Silas Kiplagat,Kenya,22,170.0,56.0,M,Athletics,Men's 1500m,,,,,,,
286,Dmitrijs Jurkevics,Latvia,25,186.0,69.0,M,Athletics,Men's 1500m,,,,,,,
287,Amine Laalou,Morocco,30,181.0,65.0,M,Athletics,Men's 1500m,,,,,,,
288,Mohamed Moustaoui,Morocco,27,174.0,60.0,M,Athletics,Men's 1500m,,,,,,,
289,Nicholas Willis,New Zealand,29,183.0,68.0,M,Athletics,Men's 1500m,,,,,,,
290,Rabiou Guero Gao,Niger,24,170.0,58.0,M,Athletics,Men's 1500m,,,,,,,
291,Henrik Ingebrigtsen,Norway,21,,,M,Athletics,Men's 1500m,,,,,,,
292,Hamza Driouch,Qatar,17,178.0,61.0,M,Athletics,Men's 1500m,,,,,,,
293,Mohamad Al-Garni,Qatar,20,170.0,55.0,M,Athletics,Men's 1500m,,,,,,,
294,Egor Nikolaev,Russian Federation,24,176.0,60.0,M,Athletics,Men's 1500m,,,,,,,
295,Emad Noor,Saudi Arabia,22,,,M,Athletics,Men's 1500m,,,,,,,
296,Mohamed Mohamed,Somalia,18,,,M,Athletics,Men's 1500m,,,,,,,
297,Alvaro Rodriguez,Spain,25,179.0,68.0,M,Athletics,Men's 1500m,,,,,,,
298,David Bustos,Spain,21,181.0,65.0,M,Athletics,Men's 1500m,,,,,,,
299,Diego Ruiz,Spain,30,178.0,64.0,M,Athletics,Men's 1500m,,,,,,,
300,Andrew Wheating,United States of America,24,198.0,82.0,M,Athletics,Men's 1500m,,,,,,,
301,Leonel Manzano,United States of America,27,165.0,57.0,M,Athletics,Men's 1500m,YES,,1,,,True,
302,Matthew Centrowitz,United States of America,22,175.0,60.0,M,Athletics,Men's 1500m,,,,,,,
303,Eduar Villanueva,Venezuela,27,172.0,65.0,M,Athletics,Men's 1500m,,,,,,,
304,Nabil Mohammed Al-Garbi,Yemen,18,175.0,65.0,M,Athletics,Men's 1500m,,,,,,,
305,Abdalaati Iguider,Morocco,25,173.0,57.0,M,Athletics,"Men's 1500m, Men's 5000m",YES,,,1.0,,,True
306,Brendan Christian,Antigua and Barbuda,28,178.0,70.0,M,Athletics,Men's 200m,,,,,,,
307,Michael Mathieu,Bahamas,28,178.0,77.0,M,Athletics,Men's 200m,,,,,,,
308,Trevorvano Mackey,Bahamas,20,,,M,Athletics,Men's 200m,,,,,,,
309,Aaron Brown,Canada,20,198.0,79.0,M,Athletics,Men's 200m,,,,,,,
310,Jared Connaughton,Canada,27,175.0,79.0,M,Athletics,Men's 200m,,,,,,,
311,Tremaine Harris,Canada,20,181.0,81.0,M,Athletics,Men's 200m,,,,,,,
312,Michael Herrera,Cuba,27,,,M,Athletics,Men's 200m,,,,,,,
313,Roberto Skyers,Cuba,20,,,M,Athletics,Men's 200m,,,,,,,
314,Carlos Jorge,Dominican Republic,26,185.0,80.0,M,Athletics,Men's 200m,,,,,,,
315,Alex Quinonez,Ecuador,22,176.0,65.0,M,Athletics,Men's 200m,,,,,,,
316,Jonathan Astrand,Finland,26,179.0,68.0,M,Athletics,Men's 200m,,,,,,,
317,Christian Malcolm,Great Britain,33,178.0,71.0,M,Athletics,Men's 200m,,,,,,,
318,James Ellington,Great Britain,26,179.0,81.0,M,Athletics,Men's 200m,,,,,,,
319,Joel Redhead,Grenada,26,187.0,60.0,M,Athletics,Men's 200m,,,,,,,
320,Paul Hession,Ireland,29,184.0,75.0,M,Athletics,Men's 200m,,,,,,,
321,Warren Weir,Jamaica,22,178.0,75.0,M,Athletics,Men's 200m,YES,,,1.0,,,True
322,Vyacheslav Muravyev,Kazakhstan,30,186.0,82.0,M,Athletics,Men's 200m,,,,,,,
323,Mosito Lehata,Lesotho,23,177.0,69.0,M,Athletics,Men's 200m,,,,,,,
324,Jidou El Moctar,Mauritania,27,170.0,65.0,M,Athletics,Men's 200m,,,,,,,
325,Jose Carlos Herrera,Mexico,26,187.0,77.0,M,Athletics,Men's 200m,,,,,,,
326,Noah Akwu,Nigeria,21,160.0,74.0,M,Athletics,Men's 200m,,,,,,,
327,Alonso Edward,Panama,22,,,M,Athletics,Men's 200m,,,,,,,
328,Zhenye Xie,People's Republic of China,18,178.0,130.0,M,Athletics,Men's 200m,,,,,,,
329,Arnaldo Abrantes,Portugal,25,184.0,78.0,M,Athletics,Men's 200m,,,,,,,
330,Jean-Yves Esparon,Seychelles,17,,,M,Athletics,Men's 200m,,,,,,,
331,Anaso Jobodwana,South Africa,20,187.0,71.0,M,Athletics,Men's 200m,,,,,,,
332,Sibusiso Matsenjwa,Swaziland,24,180.0,81.0,M,Athletics,Men's 200m,,,,,,,
333,Alex Wilson,Switzerland,21,182.0,78.0,M,Athletics,Men's 200m,,,,,,,
334,Reto Schenkel,Switzerland,24,183.0,89.0,M,Athletics,Men's 200m,,,,,,,
335,Serhiy Smelyk,Ukraine,25,178.0,71.0,M,Athletics,Men's 200m,,,,,,,
336,Isiah Young,United States of America,22,180.0,79.0,M,Athletics,Men's 200m,,,,,,,
337,Maurice Mitchell,United States of America,22,180.0,74.0,M,Athletics,Men's 200m,,,,,,,
338,Wallace Spearmon,United States of America,27,191.0,79.0,M,Athletics,Men's 200m,,,,,,,
339,Aldemir da Silva Junior,Brazil,20,,,M,Athletics,"Men's 200m, Men's 4 x 100m Relay",,,,,,,
340,Bruno de Barros,Brazil,25,,85.0,M,Athletics,"Men's 200m, Men's 4 x 100m Relay",,,,,,,
341,Sandro Viana,Brazil,35,,,M,Athletics,"Men's 200m, Men's 4 x 100m Relay",,,,,,,
342,Christophe Lemaitre,France,22,190.0,74.0,M,Athletics,"Men's 200m, Men's 4 x 100m Relay",,,,,,,
343,Shinji Takahira,Japan,28,180.0,60.0,M,Athletics,"Men's 200m, Men's 4 x 100m Relay",,,,,,,
344,Shota Iizuka,Japan,21,185.0,78.0,M,Athletics,"Men's 200m, Men's 4 x 100m Relay",,,,,,,
345,Kamil Krynski,Poland,25,187.0,88.0,M,Athletics,"Men's 200m, Men's 4 x 100m Relay",,,,,,,
346,Kei Takase,Japan,23,179.0,62.0,M,Athletics,"Men's 200m, Men's 4 x 400m Relay",,,,,,,
347,Pavel Maslak,Czech Republic,21,176.0,67.0,M,Athletics,"Men's 200m, Men's 400m",,,,,,,
348,Juan Manuel Cano,Argentina,24,168.0,60.0,M,Athletics,Men's 20km Race Walk,,,,,,,
349,Adam Rutter,Australia,25,173.0,60.0,M,Athletics,Men's 20km Race Walk,,,,,,,
350,Dzianis Simanovich,Belarus,25,178.0,63.0,M,Athletics,Men's 20km Race Walk,,,,,,,
351,Caio Bonfim,Brazil,21,,,M,Athletics,Men's 20km Race Walk,,,,,,,
352,Inaki Gomez,Canada,24,172.0,60.0,M,Athletics,Men's 20km Race Walk,,,,,,,
353,Yerko Araya,Chile,26,177.0,65.0,M,Athletics,Men's 20km Race Walk,,,,,,,
354,Eider Arevalo,Colombia,19,,,M,Athletics,Men's 20km Race Walk,,,,,,,
355,James Rendon,Colombia,27,170.0,60.0,M,Athletics,Men's 20km Race Walk,,,,,,,
356,Luis Fernando Lopez,Colombia,33,170.0,60.0,M,Athletics,Men's 20km Race Walk,,,,,,,
357,Mauricio Arteaga,Ecuador,23,178.0,62.0,M,Athletics,Men's 20km Race Walk,,,,,,,
358,Mate Helebrandt,Hungary,23,174.0,60.0,M,Athletics,Men's 20km Race Walk,,,,,,,
359,Baljinder Singh,India,25,,,M,Athletics,Men's 20km Race Walk,,,,,,,
360,Gurmeet Singh,India,27,,,M,Athletics,Men's 20km Race Walk,,,,,,,
361,Irfan Kolothum Thodi,India,22,,,M,Athletics,Men's 20km Race Walk,,,,,,,
362,Giorgio Rubino,Italy,26,170.0,77.0,M,Athletics,Men's 20km Race Walk,,,,,,,
363,Isamu Fujisawa,Japan,24,164.0,56.0,M,Athletics,Men's 20km Race Walk,,,,,,,
364,Takumi Saito,Japan,19,178.0,61.0,M,Athletics,Men's 20km Race Walk,,,,,,,
365,Yusuke Suzuki,Japan,24,169.0,57.0,M,Athletics,Men's 20km Race Walk,,,,,,,
366,Arnis Rumbenieks,Latvia,24,175.0,65.0,M,Athletics,Men's 20km Race Walk,,,,,,,
367,Marius Ziukas,Lithuania,27,184.0,72.0,M,Athletics,Men's 20km Race Walk,,,,,,,
368,Eder Sanchez,Mexico,26,176.0,66.0,M,Athletics,Men's 20km Race Walk,,,,,,,
369,Ever Palma,Mexico,20,176.0,66.0,M,Athletics,Men's 20km Race Walk,,,,,,,
370,Isaac Palma,Mexico,21,174.0,69.0,M,Athletics,Men's 20km Race Walk,,,,,,,
371,Erik Tysse,Norway,31,,,M,Athletics,Men's 20km Race Walk,,,,,,,
372,Ding Chen,People's Republic of China,19,180.0,62.0,M,Athletics,Men's 20km Race Walk,YES,1,,,True,,
373,Zelin Cai,People's Republic of China,21,172.0,55.0,M,Athletics,Men's 20km Race Walk,,,,,,,
374,Zhen Wang,People's Republic of China,20,180.0,62.0,M,Athletics,Men's 20km Race Walk,YES,,,1.0,,,True
375,Dawid Tomala,Poland,22,182.0,66.0,M,Athletics,Men's 20km Race Walk,,,,,,,
376,Grzegorz Sudol,Poland,33,175.0,64.0,M,Athletics,Men's 20km Race Walk,,,,,,,
377,Hyunsub Kim,Republic of Korea,27,175.0,53.0,M,Athletics,Men's 20km Race Walk,,,,,,,
378,Youngjun Byun,Republic of Korea,28,175.0,58.0,M,Athletics,Men's 20km Race Walk,,,,,,,
379,Andrey Krivov,Russian Federation,26,185.0,72.0,M,Athletics,Men's 20km Race Walk,,,,,,,
380,Valeriy Borchin,Russian Federation,25,178.0,63.0,M,Athletics,Men's 20km Race Walk,,,,,,,
381,Vladimir Kanaykin,Russian Federation,27,170.0,65.0,M,Athletics,Men's 20km Race Walk,,,,,,,
382,Predrag Filipovic,Serbia,33,182.0,73.0,M,Athletics,Men's 20km Race Walk,,,,,,,
383,Anton Kucmin,Slovakia,28,180.0,68.0,M,Athletics,Men's 20km Race Walk,,,,,,,
384,Alvaro Martin,Spain,18,182.0,72.0,M,Athletics,Men's 20km Race Walk,,,,,,,
385,Miguel Angel Lopez,Spain,24,181.0,70.0,M,Athletics,Men's 20km Race Walk,,,,,,,
386,Hassanine Sebei,Tunisia,28,177.0,56.0,M,Athletics,Men's 20km Race Walk,,,,,,,
387,Ivan Losev,Ukraine,26,177.0,70.0,M,Athletics,Men's 20km Race Walk,,,,,,,
388,Nazar Kovalenko,Ukraine,25,178.0,70.0,M,Athletics,Men's 20km Race Walk,,,,,,,
389,Ruslan Dmytrenko,Ukraine,26,180.0,67.0,M,Athletics,Men's 20km Race Walk,,,,,,,
390,Trevor Barron,United States of America,19,191.0,73.0,M,Athletics,Men's 20km Race Walk,,,,,,,
391,Jared Tallent,Australia,27,178.0,58.0,M,Athletics,"Men's 20km Race Walk, Men's 50km Race Walk",,,,,,,
392,Bertrand Moulinet,France,25,177.0,64.0,M,Athletics,"Men's 20km Race Walk, Men's 50km Race Walk",,,,,,,
393,Andre Hohne,Germany,34,185.0,72.0,M,Athletics,"Men's 20km Race Walk, Men's 50km Race Walk",,,,,,,
394,Alexandros Papamihail,Greece,23,175.0,62.0,M,Athletics,"Men's 20km Race Walk, Men's 50km Race Walk",,,,,,,
395,Erick Barrondo,Guatemala,21,172.0,60.0,M,Athletics,"Men's 20km Race Walk, Men's 50km Race Walk",YES,,1,,,True,
396,Robert Heffernan,Ireland,34,171.0,58.0,M,Athletics,"Men's 20km Race Walk, Men's 50km Race Walk",,,,,,,
397,Rafal Augustyn,Poland,28,179.0,73.0,M,Athletics,"Men's 20km Race Walk, Men's 50km Race Walk",,,,,,,
398,Joao Vieira,Portugal,36,175.0,59.0,M,Athletics,"Men's 20km Race Walk, Men's 50km Race Walk",,,,,,,
399,Chilsung Park,Republic of Korea,30,173.0,62.0,M,Athletics,"Men's 20km Race Walk, Men's 50km Race Walk",,,,,,,
400,Mohamed Khaled Belabbas,Algeria,31,178.0,70.0,M,Athletics,Men's 3000m Steeplechase,,,,,,,
401,Youcef Abdi,Australia,34,177.0,66.0,M,Athletics,Men's 3000m Steeplechase,,,,,,,
402,Alex Genest,Canada,26,178.0,61.0,M,Athletics,Men's 3000m Steeplechase,,,,,,,
403,Nahom Mesfin,Ethiopia,23,180.0,62.0,M,Athletics,Men's 3000m Steeplechase,,,,,,,
404,Roba Gari,Ethiopia,30,180.0,62.0,M,Athletics,Men's 3000m Steeplechase,,,,,,,
405,Jukka Keskisalo,Finland,31,185.0,66.0,M,Athletics,Men's 3000m Steeplechase,,,,,,,
406,Mahiedine Mekhissi-Benabbad,France,27,187.0,75.0,M,Athletics,Men's 3000m Steeplechase,YES,,1,,,True,
407,Vincent Zouaoui-Dandrieux,France,31,187.0,78.0,M,Athletics,Men's 3000m Steeplechase,,,,,,,
408,Steffen Uliczka,Germany,28,180.0,65.0,M,Athletics,Men's 3000m Steeplechase,,,,,,,
409,Stuart Stokes,Great Britain,35,181.0,65.0,M,Athletics,Men's 3000m Steeplechase,,,,,,,
410,Albert Minczer,Hungary,25,179.0,63.0,M,Athletics,Men's 3000m Steeplechase,,,,,,,
411,Yuri Floriani,Italy,30,180.0,64.0,M,Athletics,Men's 3000m Steeplechase,,,,,,,
412,Artem Kosinov,Kazakhstan,26,182.0,67.0,M,Athletics,Men's 3000m Steeplechase,,,,,,,
413,Abel Kiprop Mutai,Kenya,23,187.0,73.0,M,Athletics,Men's 3000m Steeplechase,YES,,,1.0,,,True
414,Brimin Kiprop Kipruto,Kenya,27,175.0,55.0,M,Athletics,Men's 3000m Steeplechase,,,,,,,
415,Ezekiel Kemboi,Kenya,30,,,M,Athletics,Men's 3000m Steeplechase,YES,1,,,True,,
416,Brahim Taleb,Morocco,30,181.0,61.0,M,Athletics,Men's 3000m Steeplechase,,,,,,,
417,Hamid Ezzine,Morocco,28,174.0,62.0,M,Athletics,Men's 3000m Steeplechase,,,,,,,
418,Hicham Sigueni,Morocco,19,172.0,61.0,M,Athletics,Men's 3000m Steeplechase,,,,,,,
419,Mario Bazan,Peru,24,175.0,64.0,M,Athletics,Men's 3000m Steeplechase,,,,,,,
420,Lukasz Parszczynski,Poland,27,180.0,66.0,M,Athletics,Men's 3000m Steeplechase,,,,,,,
421,Alberto Paulo,Portugal,26,174.0,59.0,M,Athletics,Men's 3000m Steeplechase,,,,,,,
422,Ion Luchianov,Republic of Moldova,31,178.0,72.0,M,Athletics,Men's 3000m Steeplechase,,,,,,,
423,Nikolay Chavkin,Russian Federation,28,189.0,74.0,M,Athletics,Men's 3000m Steeplechase,,,,,,,
424,Ali Ahmed Al-Amri,Saudi Arabia,27,,,M,Athletics,Men's 3000m Steeplechase,,,,,,,
425,Abdelaziz Merzougui,Spain,20,175.0,62.0,M,Athletics,Men's 3000m Steeplechase,,,,,,,
426,Angel Mullera,Spain,28,178.0,60.0,M,Athletics,Men's 3000m Steeplechase,,,,,,,
427,Sebastian Martos,Spain,23,178.0,63.0,M,Athletics,Men's 3000m Steeplechase,,,,,,,
428,Victor Garcia,Spain,27,173.0,57.0,M,Athletics,Men's 3000m Steeplechase,,,,,,,
429,Amor Ben Yahia,Tunisia,27,176.0,54.0,M,Athletics,Men's 3000m Steeplechase,,,,,,,
430,Tarik Langat Akdag,Turkey,24,,,M,Athletics,Men's 3000m Steeplechase,,,,,,,
431,Benjamin Kiplagat,Uganda,23,183.0,65.0,M,Athletics,Men's 3000m Steeplechase,,,,,,,
432,Jacob Araptany,Uganda,18,168.0,58.0,M,Athletics,Men's 3000m Steeplechase,,,,,,,
433,Vadym Slobodenyuk,Ukraine,31,187.0,77.0,M,Athletics,Men's 3000m Steeplechase,,,,,,,
434,Donald Cabral,United States of America,22,178.0,67.0,M,Athletics,Men's 3000m Steeplechase,,,,,,,
435,Evan Jager,United States of America,23,188.0,66.0,M,Athletics,Men's 3000m Steeplechase,,,,,,,
436,Kyle Alcorn,United States of America,27,185.0,74.0,M,Athletics,Men's 3000m Steeplechase,,,,,,,
437,Jose Pena,Venezuela,25,165.0,56.0,M,Athletics,Men's 3000m Steeplechase,,,,,,,
438,Andrew McCabe,Australia,21,188.0,83.0,M,Athletics,Men's 4 x 100m Relay,,,,,,,
439,Anthony Alozie,Australia,25,171.0,79.0,M,Athletics,Men's 4 x 100m Relay,,,,,,,
440,Isaac Ntiamoah,Australia,29,172.0,75.0,M,Athletics,Men's 4 x 100m Relay,,,,,,,
441,Joshua Ross,Australia,31,185.0,83.0,M,Athletics,Men's 4 x 100m Relay,,,,,,,
442,Tim Leathart,Australia,22,180.0,80.0,M,Athletics,Men's 4 x 100m Relay,,,,,,,
443,Carlos Roberto de Moraes Jr,Brazil,22,,,M,Athletics,Men's 4 x 100m Relay,,,,,,,
444,Jose Carlos Moreira,Brazil,28,172.0,76.0,M,Athletics,Men's 4 x 100m Relay,,,,,,,
445,Akeem Haynes,Canada,20,168.0,150.0,M,Athletics,Men's 4 x 100m Relay,,,,,,,
446,Gavin Smellie,Canada,26,180.0,80.0,M,Athletics,Men's 4 x 100m Relay,,,,,,,
447,Ian Warner,Canada,22,170.0,160.0,M,Athletics,Men's 4 x 100m Relay,,,,,,,
448,Oluseyi Smith,Canada,25,190.0,95.0,M,Athletics,Men's 4 x 100m Relay,,,,,,,
449,Oluwasegun Makinde,Canada,21,179.0,84.0,M,Athletics,Men's 4 x 100m Relay,,,,,,,
450,Ben Bassaw,France,23,183.0,77.0,M,Athletics,Men's 4 x 100m Relay,,,,,,,
451,Emmanuel Biron,France,24,177.0,65.0,M,Athletics,Men's 4 x 100m Relay,,,,,,,
452,Pierre-Alexis Pessonneaux,France,24,181.0,70.0,M,Athletics,Men's 4 x 100m Relay,,,,,,,
453,Ronald Pognon,France,29,185.0,71.0,M,Athletics,Men's 4 x 100m Relay,,,,,,,
454,Alexander Kosenkow,Germany,35,178.0,72.0,M,Athletics,Men's 4 x 100m Relay,,,,,,,
455,Lucas Jakubczyk,Germany,27,183.0,78.0,M,Athletics,Men's 4 x 100m Relay,,,,,,,
456,Martin Keller,Germany,25,180.0,84.0,M,Athletics,Men's 4 x 100m Relay,,,,,,,
457,Sven Knipphals,Germany,26,189.0,90.0,M,Athletics,Men's 4 x 100m Relay,,,,,,,
458,Tobias Unger,Germany,33,180.0,74.0,M,Athletics,Men's 4 x 100m Relay,,,,,,,
459,Daniel Talbot,Great Britain,21,184.0,69.0,M,Athletics,Men's 4 x 100m Relay,,,,,,,
460,Mark Lewis-Francis,Great Britain,29,180.0,95.0,M,Athletics,Men's 4 x 100m Relay,,,,,,,
461,Simeon Williamson,Great Britain,26,186.0,95.0,M,Athletics,Men's 4 x 100m Relay,,,,,,,
462,Chi Ho Tsui,"Hong Kong, China",22,171.0,62.0,M,Athletics,Men's 4 x 100m Relay,,,,,,,
463,Chun Ho Lai,"Hong Kong, China",23,171.0,64.0,M,Athletics,Men's 4 x 100m Relay,,,,,,,
464,Ka Fung Ng,"Hong Kong, China",19,180.0,77.0,M,Athletics,Men's 4 x 100m Relay,,,,,,,
465,Man Lok Ho,"Hong Kong, China",20,177.0,67.0,M,Athletics,Men's 4 x 100m Relay,,,,,,,
466,Yik Chun Tang,"Hong Kong, China",26,177.0,67.0,M,Athletics,Men's 4 x 100m Relay,,,,,,,
467,Davide Manenti,Italy,23,,,M,Athletics,Men's 4 x 100m Relay,,,,,,,
468,Diego Marani,Italy,22,,,M,Athletics,Men's 4 x 100m Relay,,,,,,,
469,Fabio Cerutti,Italy,26,190.0,83.0,M,Athletics,Men's 4 x 100m Relay,,,,,,,
470,Jacques Riparelli,Italy,29,183.0,81.0,M,Athletics,Men's 4 x 100m Relay,,,,,,,
471,Rosario la Mastra,Italy,28,,,M,Athletics,Men's 4 x 100m Relay,,,,,,,
472,Simone Collio,Italy,32,180.0,77.0,M,Athletics,Men's 4 x 100m Relay,,,,,,,
473,Kemar Bailey-Cole,Jamaica,20,193.0,83.0,M,Athletics,Men's 4 x 100m Relay,,,,,,,
474,Nesta Carter,Jamaica,26,173.0,78.0,M,Athletics,Men's 4 x 100m Relay,,,,,,,
475,Takumi Kuki,Japan,20,170.0,64.0,M,Athletics,Men's 4 x 100m Relay,,,,,,,
476,Brian Mariano,Netherlands,27,182.0,86.0,M,Athletics,Men's 4 x 100m Relay,,,,,,,
477,Giovanni Codrington,Netherlands,24,177.0,80.0,M,Athletics,Men's 4 x 100m Relay,,,,,,,
478,Jerrel Feller,Netherlands,25,170.0,73.0,M,Athletics,Men's 4 x 100m Relay,,,,,,,
479,Patrick van Luijk,Netherlands,27,189.0,87.0,M,Athletics,Men's 4 x 100m Relay,,,,,,,
480,Wouter Brus,Netherlands,20,180.0,77.0,M,Athletics,Men's 4 x 100m Relay,,,,,,,
481,Jiahong Liang,People's Republic of China,24,184.0,84.0,M,Athletics,Men's 4 x 100m Relay,,,,,,,
482,Peimeng Zhang,People's Republic of China,25,186.0,86.0,M,Athletics,Men's 4 x 100m Relay,,,,,,,
483,Yi Lao,People's Republic of China,26,176.0,65.0,M,Athletics,Men's 4 x 100m Relay,,,,,,,
484,Artur Zaczek,Poland,23,182.0,78.0,M,Athletics,Men's 4 x 100m Relay,,,,,,,
485,Jakub Adamski,Poland,24,183.0,75.0,M,Athletics,Men's 4 x 100m Relay,,,,,,,
486,Kamil Masztak,Poland,28,186.0,81.0,M,Athletics,Men's 4 x 100m Relay,,,,,,,
487,Robert Kubaczyk,Poland,25,177.0,73.0,M,Athletics,Men's 4 x 100m Relay,,,,,,,
488,Brijesh Lawrence,Saint Kitts and Nevis,22,180.0,93.0,M,Athletics,Men's 4 x 100m Relay,,,,,,,
489,Delwayne Delaney,Saint Kitts and Nevis,29,168.0,73.0,M,Athletics,Men's 4 x 100m Relay,,,,,,,
490,Lestrod Roland,Saint Kitts and Nevis,19,165.0,54.0,M,Athletics,Men's 4 x 100m Relay,,,,,,,
491,Emmanuel Callender,Trinidad and Tobago,28,189.0,86.0,M,Athletics,Men's 4 x 100m Relay,,,,,,,
492,Jamol James,Trinidad and Tobago,20,157.0,65.0,M,Athletics,Men's 4 x 100m Relay,,,,,,,
493,Darvis Patton,United States of America,34,183.0,79.0,M,Athletics,Men's 4 x 100m Relay,,,,,,,
494,Jeffery Demps,United States of America,22,175.0,82.0,M,Athletics,Men's 4 x 100m Relay,,,,,,,
495,Trell Kimmons,United States of America,27,173.0,77.0,M,Athletics,Men's 4 x 100m Relay,,,,,,,
496,Ben Offereins,Australia,26,184.0,76.0,M,Athletics,Men's 4 x 400m Relay,,,,,,,
497,Joel Milburn,Australia,26,182.0,75.0,M,Athletics,Men's 4 x 400m Relay,,,,,,,
498,John Steffensen,Australia,29,180.0,71.0,M,Athletics,Men's 4 x 400m Relay,,,,,,,
499,Andrae Williams,Bahamas,29,185.0,82.0,M,Athletics,Men's 4 x 400m Relay,,,,,,,
500,Avard Moncur,Bahamas,33,,,M,Athletics,Men's 4 x 400m Relay,,,,,,,
501,Wesley Neymour,Bahamas,23,193.0,82.0,M,Athletics,Men's 4 x 400m Relay,,,,,,,
502,Antoine Gillet,Belgium,24,185.0,73.0,M,Athletics,Men's 4 x 400m Relay,,,,,,,
503,Arnaud Ghislain,Belgium,23,182.0,69.0,M,Athletics,Men's 4 x 400m Relay,,,,,,,
504,Jente Bouckaert,Belgium,22,190.0,75.0,M,Athletics,Men's 4 x 400m Relay,,,,,,,
505,Nils Duerinck,Belgium,28,183.0,75.0,M,Athletics,Men's 4 x 400m Relay,,,,,,,
506,Noel Ruiz,Cuba,25,,,M,Athletics,Men's 4 x 400m Relay,,,,,,,
507,Orestes Rodriguez,Cuba,23,,,M,Athletics,Men's 4 x 400m Relay,,,,,,,
508,Raidel Acea,Cuba,21,,,M,Athletics,Men's 4 x 400m Relay,,,,,,,
509,William Collazo,Cuba,25,,,M,Athletics,Men's 4 x 400m Relay,,,,,,,
510,Arismendy Peguero,Dominican Republic,32,180.0,80.0,M,Athletics,Men's 4 x 400m Relay,,,,,,,
511,Gustavo Cuesta,Dominican Republic,23,183.0,80.0,M,Athletics,Men's 4 x 400m Relay,,,,,,,
512,Joel Mejia,Dominican Republic,21,178.0,65.0,M,Athletics,Men's 4 x 400m Relay,,,,,,,
513,Yon Soriano,Dominican Republic,25,170.0,68.0,M,Athletics,Men's 4 x 400m Relay,,,,,,,
514,Benjamin Jonas,Germany,22,194.0,82.0,M,Athletics,Men's 4 x 400m Relay,,,,,,,
515,Eric Kruger,Germany,24,175.0,74.0,M,Athletics,Men's 4 x 400m Relay,,,,,,,
516,Jonas Plass,Germany,26,183.0,75.0,M,Athletics,Men's 4 x 400m Relay,,,,,,,
517,Kamghe Gaba,Germany,28,202.0,96.0,M,Athletics,Men's 4 x 400m Relay,,,,,,,
518,Thomas Schneider,Germany,23,185.0,83.0,M,Athletics,Men's 4 x 400m Relay,,,,,,,
519,Luke Lennon-Ford,Great Britain,23,183.0,75.0,M,Athletics,Men's 4 x 400m Relay,,,,,,,
520,Richard Buck,Great Britain,25,188.0,80.0,M,Athletics,Men's 4 x 400m Relay,,,,,,,
521,Edino Steele,Jamaica,25,178.0,72.0,M,Athletics,Men's 4 x 400m Relay,,,,,,,
522,Riker Hylton,Jamaica,23,168.0,61.0,M,Athletics,Men's 4 x 400m Relay,,,,,,,
523,Hiroyuki Nakano,Japan,23,173.0,67.0,M,Athletics,Men's 4 x 400m Relay,,,,,,,
